inn,name,okved,region,moscow,fio,phones,emails,status,timestamp
77000021,кафе Москва #2,56.0,77,1,Директор,74951234567,info@кафемосква2.ru,Действующее,2026-04-19
77000022,кафе Москва #3,56.0,77,1,Директор,74951234567,info@кафемосква3.ru,Действующее,2026-04-19
77000023,кафе Москва #4,56.0,77,1,Директор,74951234567,info@кафемосква4.ru,Действующее,2026-04-19
77000024,кафе Москва #5,56.0,77,1,Директор,74951234567,info@кафемосква5.ru,Действующее,2026-04-19
77000025,кафе Москва #6,56.0,77,1,Директор,74951234567,info@кафемосква6.ru,Действующее,2026-04-19
77000026,кафе Москва #7,56.0,77,1,Директор,74951234567,info@кафемосква7.ru,Действующее,2026-04-19
77000027,кафе Москва #8,56.0,77,1,Директор,74951234567,info@кафемосква8.ru,Действующее,2026-04-19
77000028,кафе Москва #9,56.0,77,1,Директор,74951234567,info@кафемосква9.ru,Действующее,2026-04-19
77000029,кафе Москва #10,56.0,77,1,Директор,74951234567,info@кафемосква10.ru,Действующее,2026-04-19
77000030,кафе Москва #11,56.0,77,1,Директор,74951234567,info@кафемосква11.ru,Действующее,2026-04-19
77000031,кафе Москва #12,56.0,77,1,Директор,74951234567,info@кафемосква12.ru,Действующее,2026-04-19
77000032,кафе Москва #13,56.0,77,1,Директор,74951234567,info@кафемосква13.ru,Действующее,2026-04-19
77000033,кафе Москва #14,56.0,77,1,Директор,74951234567,info@кафемосква14.ru,Действующее,2026-04-19
77000034,кафе Москва #15,56.0,77,1,Директор,74951234567,info@кафемосква15.ru,Действующее,2026-04-19
77000035,кафе Москва #16,56.0,77,1,Директор,74951234567,info@кафемосква16.ru,Действующее,2026-04-19
77000036,кафе Москва #17,56.0,77,1,Директор,74951234567,info@кафемосква17.ru,Действующее,2026-04-19
77000037,кафе Москва #18,56.0,77,1,Директор,74951234567,info@кафемосква18.ru,Действующее,2026-04-19
77000038,кафе Москва #19,56.0,77,1,Директор,74951234567,info@кафемосква19.ru,Действующее,2026-04-19
77000039,кафе Москва #20,56.0,77,1,Директор,74951234567,info@кафемосква20.ru,Действующее,2026-04-19
77000040,парикмахерская Москва #1,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000041,парикмахерская Москва #2,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000042,парикмахерская Москва #3,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000043,парикмахерская Москва #4,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000044,парикмахерская Москва #5,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000045,парикмахерская Москва #6,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000046,парикмахерская Москва #7,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000047,парикмахерская Москва #8,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000048,парикмахерская Москва #9,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000049,парикмахерская Москва #10,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000050,парикмахерская Москва #11,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000051,парикмахерская Москва #12,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000052,парикмахерская Москва #13,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000053,парикмахерская Москва #14,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000054,парикмахерская Москва #15,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000055,парикмахерская Москва #16,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000056,парикмахерская Москва #17,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000057,парикмахерская Москва #18,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000058,парикмахерская Москва #19,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000059,парикмахерская Москва #20,47.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
77000060,салон красоты Москва #1,96.0,77,1,Директор,74951234567,info@салонкрасотымосква1.ru,Действующее,2026-04-19
77000061,салон красоты Москва #2,96.0,77,1,Директор,74951234567,info@салонкрасотымосква2.ru,Действующее,2026-04-19
77000062,салон красоты Москва #3,96.0,77,1,Директор,74951234567,info@салонкрасотымосква3.ru,Действующее,2026-04-19
77000063,салон красоты Москва #4,96.0,77,1,Директор,74951234567,info@салонкрасотымосква4.ru,Действующее,2026-04-19
77000064,салон красоты Москва #5,96.0,77,1,Директор,74951234567,info@салонкрасотымосква5.ru,Действующее,2026-04-19
77000065,салон красоты Москва #6,96.0,77,1,Директор,74951234567,info@салонкрасотымосква6.ru,Действующее,2026-04-19
77000066,салон красоты Москва #7,96.0,77,1,Директор,74951234567,info@салонкрасотымосква7.ru,Действующее,2026-04-19
77000067,салон красоты Москва #8,96.0,77,1,Директор,74951234567,info@салонкрасотымосква8.ru,Действующее,2026-04-19
77000068,салон красоты Москва #9,96.0,77,1,Директор,74951234567,info@салонкрасотымосква9.ru,Действующее,2026-04-19
77000069,салон красоты Москва #10,96.0,77,1,Директор,74951234567,info@салонкрасотымосква10.ru,Действующее,2026-04-19
77000070,салон красоты Москва #11,96.0,77,1,Директор,74951234567,info@салонкрасотымосква11.ru,Действующее,2026-04-19
77000071,салон красоты Москва #12,96.0,77,1,Директор,74951234567,info@салонкрасотымосква12.ru,Действующее,2026-04-19
77000072,салон красоты Москва #13,96.0,77,1,Директор,74951234567,info@салонкрасотымосква13.ru,Действующее,2026-04-19
77000073,салон красоты Москва #14,96.0,77,1,Директор,74951234567,info@салонкрасотымосква14.ru,Действующее,2026-04-19
77000074,салон красоты Москва #15,96.0,77,1,Директор,74951234567,info@салонкрасотымосква15.ru,Действующее,2026-04-19
77000075,салон красоты Москва #16,96.0,77,1,Директор,74951234567,info@салонкрасотымосква16.ru,Действующее,2026-04-19
77000076,салон красоты Москва #17,96.0,77,1,Директор,74951234567,info@салонкрасотымосква17.ru,Действующее,2026-04-19
77000077,салон красоты Москва #18,96.0,77,1,Директор,74951234567,info@салонкрасотымосква18.ru,Действующее,2026-04-19
77000078,салон красоты Москва #19,96.0,77,1,Директор,74951234567,info@салонкрасотымосква19.ru,Действующее,2026-04-19
77000079,салон красоты Москва #20,96.0,77,1,Директор,74951234567,info@салонкрасотымосква20.ru,Действующее,2026-04-19
77000080,фитнес Москва #1,93.0,77,1,Директор,74951234567,info@фитнесмосква1.ru,Действующее,2026-04-19
77000081,фитнес Москва #2,93.0,77,1,Директор,74951234567,info@фитнесмосква2.ru,Действующее,2026-04-19
77000082,фитнес Москва #3,93.0,77,1,Директор,74951234567,info@фитнесмосква3.ru,Действующее,2026-04-19
77000083,фитнес Москва #4,93.0,77,1,Директор,74951234567,info@фитнесмосква4.ru,Действующее,2026-04-19
77000084,фитнес Москва #5,93.0,77,1,Директор,74951234567,info@фитнесмосква5.ru,Действующее,2026-04-19
77000085,фитнес Москва #6,93.0,77,1,Директор,74951234567,info@фитнесмосква6.ru,Действующее,2026-04-19
77000086,фитнес Москва #7,93.0,77,1,Директор,74951234567,info@фитнесмосква7.ru,Действующее,2026-04-19
77000087,фитнес Москва #8,93.0,77,1,Директор,74951234567,info@фитнесмосква8.ru,Действующее,2026-04-19
77000088,фитнес Москва #9,93.0,77,1,Директор,74951234567,info@фитнесмосква9.ru,Действующее,2026-04-19
77000089,фитнес Москва #10,93.0,77,1,Директор,74951234567,info@фитнесмосква10.ru,Действующее,2026-04-19
77000090,фитнес Москва #11,93.0,77,1,Директор,74951234567,info@фитнесмосква11.ru,Действующее,2026-04-19
77000091,фитнес Москва #12,93.0,77,1,Директор,74951234567,info@фитнесмосква12.ru,Действующее,2026-04-19
77000092,фитнес Москва #13,93.0,77,1,Директор,74951234567,info@фитнесмосква13.ru,Действующее,2026-04-19
77000093,фитнес Москва #14,93.0,77,1,Директор,74951234567,info@фитнесмосква14.ru,Действующее,2026-04-19
77000094,фитнес Москва #15,93.0,77,1,Директор,74951234567,info@фитнесмосква15.ru,Действующее,2026-04-19
77000095,фитнес Москва #16,93.0,77,1,Директор,74951234567,info@фитнесмосква16.ru,Действующее,2026-04-19
77000096,фитнес Москва #17,93.0,77,1,Директор,74951234567,info@фитнесмосква17.ru,Действующее,2026-04-19
77000097,фитнес Москва #18,93.0,77,1,Директор,74951234567,info@фитнесмосква18.ru,Действующее,2026-04-19
77000098,фитнес Москва #19,93.0,77,1,Директор,74951234567,info@фитнесмосква19.ru,Действующее,2026-04-19
77000099,фитнес Москва #20,93.0,77,1,Директор,74951234567,info@фитнесмосква20.ru,Действующее,2026-04-19
77000100,аптека Москва #1,47.75,77,1,Директор,74951234567,info@аптекамосква1.ru,Действующее,2026-04-19
77000101,аптека Москва #2,47.75,77,1,Директор,74951234567,info@аптекамосква2.ru,Действующее,2026-04-19
77000102,аптека Москва #3,47.75,77,1,Директор,74951234567,info@аптекамосква3.ru,Действующее,2026-04-19
77000103,аптека Москва #4,47.75,77,1,Директор,74951234567,info@аптекамосква4.ru,Действующее,2026-04-19
77000104,аптека Москва #5,47.75,77,1,Директор,74951234567,info@аптекамосква5.ru,Действующее,2026-04-19
77000105,аптека Москва #6,47.75,77,1,Директор,74951234567,info@аптекамосква6.ru,Действующее,2026-04-19
77000106,аптека Москва #7,47.75,77,1,Директор,74951234567,info@аптекамосква7.ru,Действующее,2026-04-19
77000107,аптека Москва #8,47.75,77,1,Директор,74951234567,info@аптекамосква8.ru,Действующее,2026-04-19
77000108,аптека Москва #9,47.75,77,1,Директор,74951234567,info@аптекамосква9.ru,Действующее,2026-04-19
77000109,аптека Москва #10,47.75,77,1,Директор,74951234567,info@аптекамосква10.ru,Действующее,2026-04-19
77000110,аптека Москва #11,47.75,77,1,Директор,74951234567,info@аптекамосква11.ru,Действующее,2026-04-19
77000111,аптека Москва #12,47.75,77,1,Директор,74951234567,info@аптекамосква12.ru,Действующее,2026-04-19
77000112,аптека Москва #13,47.75,77,1,Директор,74951234567,info@аптекамосква13.ru,Действующее,2026-04-19
77000113,аптека Москва #14,47.75,77,1,Директор,74951234567,info@аптекамосква14.ru,Действующее,2026-04-19
77000114,аптека Москва #15,47.75,77,1,Директор,74951234567,info@аптекамосква15.ru,Действующее,2026-04-19
77000115,аптека Москва #16,47.75,77,1,Директор,74951234567,info@аптекамосква16.ru,Действующее,2026-04-19
77000116,аптека Москва #17,47.75,77,1,Директор,74951234567,info@аптекамосква17.ru,Действующее,2026-04-19
77000117,аптека Москва #18,47.75,77,1,Директор,74951234567,info@аптекамосква18.ru,Действующее,2026-04-19
77000118,аптека Москва #19,47.75,77,1,Директор,74951234567,info@аптекамосква19.ru,Действующее,2026-04-19
77000119,аптека Москва #20,47.75,77,1,Директор,74951234567,info@аптекамосква20.ru,Действующее,2026-04-19
77000120,ресторан Москва #1,47.0,77,1,Директор,74951234567,info@ресторанмосква1.ru,Действующее,2026-04-19
77000121,ресторан Москва #2,47.0,77,1,Директор,74951234567,info@ресторанмосква2.ru,Действующее,2026-04-19
77000122,ресторан Москва #3,47.0,77,1,Директор,74951234567,info@ресторанмосква3.ru,Действующее,2026-04-19
77000123,ресторан Москва #4,47.0,77,1,Директор,74951234567,info@ресторанмосква4.ru,Действующее,2026-04-19
77000124,ресторан Москва #5,47.0,77,1,Директор,74951234567,info@ресторанмосква5.ru,Действующее,2026-04-19
77000125,ресторан Москва #6,47.0,77,1,Директор,74951234567,info@ресторанмосква6.ru,Действующее,2026-04-19
77000126,ресторан Москва #7,47.0,77,1,Директор,74951234567,info@ресторанмосква7.ru,Действующее,2026-04-19
77000127,ресторан Москва #8,47.0,77,1,Директор,74951234567,info@ресторанмосква8.ru,Действующее,2026-04-19
77000128,ресторан Москва #9,47.0,77,1,Директор,74951234567,info@ресторанмосква9.ru,Действующее,2026-04-19
77000129,ресторан Москва #10,47.0,77,1,Директор,74951234567,info@ресторанмосква10.ru,Действующее,2026-04-19
77000130,ресторан Москва #11,47.0,77,1,Директор,74951234567,info@ресторанмосква11.ru,Действующее,2026-04-19
77000131,ресторан Москва #12,47.0,77,1,Директор,74951234567,info@ресторанмосква12.ru,Действующее,2026-04-19
77000132,ресторан Москва #13,47.0,77,1,Директор,74951234567,info@ресторанмосква13.ru,Действующее,2026-04-19
77000133,ресторан Москва #14,47.0,77,1,Директор,74951234567,info@ресторанмосква14.ru,Действующее,2026-04-19
77000134,ресторан Москва #15,47.0,77,1,Директор,74951234567,info@ресторанмосква15.ru,Действующее,2026-04-19
77000135,ресторан Москва #16,47.0,77,1,Директор,74951234567,info@ресторанмосква16.ru,Действующее,2026-04-19
77000136,ресторан Москва #17,47.0,77,1,Директор,74951234567,info@ресторанмосква17.ru,Действующее,2026-04-19
77000137,ресторан Москва #18,47.0,77,1,Директор,74951234567,info@ресторанмосква18.ru,Действующее,2026-04-19
77000138,ресторан Москва #19,47.0,77,1,Директор,74951234567,info@ресторанмосква19.ru,Действующее,2026-04-19
77000139,ресторан Москва #20,47.0,77,1,Директор,74951234567,info@ресторанмосква20.ru,Действующее,2026-04-19
77000140,супермаркет Москва #1,47.0,77,1,Директор,74951234567,info@супермаркетмосква1.ru,Действующее,2026-04-19
77000141,супермаркет Москва #2,47.0,77,1,Директор,74951234567,info@супермаркетмосква2.ru,Действующее,2026-04-19
77000142,супермаркет Москва #3,47.0,77,1,Директор,74951234567,info@супермаркетмосква3.ru,Действующее,2026-04-19
77000143,супермаркет Москва #4,47.0,77,1,Директор,74951234567,info@супермаркетмосква4.ru,Действующее,2026-04-19
77000144,супермаркет Москва #5,47.0,77,1,Директор,74951234567,info@супермаркетмосква5.ru,Действующее,2026-04-19
77000145,супермаркет Москва #6,47.0,77,1,Директор,74951234567,info@супермаркетмосква6.ru,Действующее,2026-04-19
77000146,супермаркет Москва #7,47.0,77,1,Директор,74951234567,info@супермаркетмосква7.ru,Действующее,2026-04-19
77000147,супермаркет Москва #8,47.0,77,1,Директор,74951234567,info@супермаркетмосква8.ru,Действующее,2026-04-19
77000148,супермаркет Москва #9,47.0,77,1,Директор,74951234567,info@супермаркетмосква9.ru,Действующее,2026-04-19
77000149,супермаркет Москва #10,47.0,77,1,Директор,74951234567,info@супермаркетмосква10.ru,Действующее,2026-04-19
77000150,супермаркет Москва #11,47.0,77,1,Директор,74951234567,info@супермаркетмосква11.ru,Действующее,2026-04-19
77000151,супермаркет Москва #12,47.0,77,1,Директор,74951234567,info@супермаркетмосква12.ru,Действующее,2026-04-19
77000152,супермаркет Москва #13,47.0,77,1,Директор,74951234567,info@супермаркетмосква13.ru,Действующее,2026-04-19
77000153,супермаркет Москва #14,47.0,77,1,Директор,74951234567,info@супермаркетмосква14.ru,Действующее,2026-04-19
77000154,супермаркет Москва #15,47.0,77,1,Директор,74951234567,info@супермаркетмосква15.ru,Действующее,2026-04-19
77000155,супермаркет Москва #16,47.0,77,1,Директор,74951234567,info@супермаркетмосква16.ru,Действующее,2026-04-19
77000156,супермаркет Москва #17,47.0,77,1,Директор,74951234567,info@супермаркетмосква17.ru,Действующее,2026-04-19
77000157,супермаркет Москва #18,47.0,77,1,Директор,74951234567,info@супермаркетмосква18.ru,Действующее,2026-04-19
77000158,супермаркет Москва #19,47.0,77,1,Директор,74951234567,info@супермаркетмосква19.ru,Действующее,2026-04-19
77000159,супермаркет Москва #20,47.0,77,1,Директор,74951234567,info@супермаркетмосква20.ru,Действующее,2026-04-19
7712345678,Магазин Продукты Москва,['47'],77,1,Иванов И.И.,79161234567,info@produkty.ru,Действующее,2026-04-19
7728123456,Аптека Здоровье Москва,['47.75'],77,1,Петрова А.А.,74951234567,apteka@zdor.ru,Действующее,2026-04-19
7734567890,Кафе Вкусняшка Москва,['56'],77,1,Сидорова В.В.,74952345678,cafe@vkus.ru,Действующее,2026-04-19
7745678901,Салон Студия Москва,['96'],77,1,Козлова О.О.,79261234567,salon@studia.ru,Действующее,2026-04-19
7756789012,Фитнес FitLife Москва,['93'],77,1,Михайлов Д.Д.,74953456789,fit@life.ru,Действующее,2026-04-19
78000000,магазин Москва #1,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000001,магазин Москва #2,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000002,магазин Москва #3,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000003,магазин Москва #4,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000004,магазин Москва #5,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000005,магазин Москва #6,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000006,магазин Москва #7,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000007,магазин Москва #8,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000008,магазин Москва #9,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000009,магазин Москва #10,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000010,магазин Москва #11,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000011,магазин Москва #12,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000012,магазин Москва #13,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000013,магазин Москва #14,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000014,магазин Москва #15,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000015,магазин Москва #16,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000016,магазин Москва #17,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000017,магазин Москва #18,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000018,магазин Москва #19,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000019,магазин Москва #20,47.0,77,1,Директор,74951234567,info@магазинмосква.ru,Действующее,2026-04-19
78000020,кафе Москва #1,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000021,кафе Москва #2,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000022,кафе Москва #3,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000023,кафе Москва #4,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000024,кафе Москва #5,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000025,кафе Москва #6,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000026,кафе Москва #7,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000027,кафе Москва #8,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000028,кафе Москва #9,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000029,кафе Москва #10,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000030,кафе Москва #11,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000031,кафе Москва #12,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000032,кафе Москва #13,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000033,кафе Москва #14,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000034,кафе Москва #15,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000035,кафе Москва #16,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000036,кафе Москва #17,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000037,кафе Москва #18,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000038,кафе Москва #19,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000039,кафе Москва #20,56.0,77,1,Директор,74951234567,info@кафемосква.ru,Действующее,2026-04-19
78000040,парикмахерская Москва #1,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000041,парикмахерская Москва #2,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000042,парикмахерская Москва #3,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000043,парикмахерская Москва #4,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000044,парикмахерская Москва #5,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000045,парикмахерская Москва #6,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000046,парикмахерская Москва #7,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000047,парикмахерская Москва #8,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000048,парикмахерская Москва #9,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000049,парикмахерская Москва #10,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000050,парикмахерская Москва #11,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000051,парикмахерская Москва #12,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000052,парикмахерская Москва #13,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000053,парикмахерская Москва #14,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000054,парикмахерская Москва #15,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000055,парикмахерская Москва #16,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000056,парикмахерская Москва #17,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000057,парикмахерская Москва #18,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000058,парикмахерская Москва #19,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000059,парикмахерская Москва #20,96.0,77,1,Директор,74951234567,info@парикмахерскаямосква.ru,Действующее,2026-04-19
78000060,салон красоты Москва #1,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000061,салон красоты Москва #2,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000062,салон красоты Москва #3,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000063,салон красоты Москва #4,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000064,салон красоты Москва #5,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000065,салон красоты Москва #6,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000066,салон красоты Москва #7,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000067,салон красоты Москва #8,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000068,салон красоты Москва #9,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000069,салон красоты Москва #10,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000070,салон красоты Москва #11,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000071,салон красоты Москва #12,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000072,салон красоты Москва #13,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000073,салон красоты Москва #14,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000074,салон красоты Москва #15,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000075,салон красоты Москва #16,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000076,салон красоты Москва #17,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000077,салон красоты Москва #18,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
