inn,name,okved,region,moscow,fio,phones,emails,status,timestamp
78000072,салон красоты Москва #13,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000073,салон красоты Москва #14,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000074,салон красоты Москва #15,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000075,салон красоты Москва #16,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000076,салон красоты Москва #17,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000077,салон красоты Москва #18,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000078,салон красоты Москва #19,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000079,салон красоты Москва #20,96.0,77,1,Директор,74951234567,info@салонкрасотымосква.ru,Действующее,2026-04-19
78000080,фитнес Москва #1,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000081,фитнес Москва #2,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000082,фитнес Москва #3,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000083,фитнес Москва #4,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000084,фитнес Москва #5,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000085,фитнес Москва #6,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000086,фитнес Москва #7,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000087,фитнес Москва #8,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000088,фитнес Москва #9,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000089,фитнес Москва #10,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000090,фитнес Москва #11,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000091,фитнес Москва #12,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000092,фитнес Москва #13,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000093,фитнес Москва #14,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000094,фитнес Москва #15,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000095,фитнес Москва #16,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000096,фитнес Москва #17,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000097,фитнес Москва #18,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000098,фитнес Москва #19,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000099,фитнес Москва #20,93.0,77,1,Директор,74951234567,info@фитнесмосква.ru,Действующее,2026-04-19
78000100,аптека Москва #1,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000101,аптека Москва #2,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000102,аптека Москва #3,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000103,аптека Москва #4,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000104,аптека Москва #5,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000105,аптека Москва #6,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000106,аптека Москва #7,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000107,аптека Москва #8,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000108,аптека Москва #9,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000109,аптека Москва #10,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000110,аптека Москва #11,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000111,аптека Москва #12,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000112,аптека Москва #13,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000113,аптека Москва #14,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000114,аптека Москва #15,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000115,аптека Москва #16,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000116,аптека Москва #17,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000117,аптека Москва #18,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000118,аптека Москва #19,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000119,аптека Москва #20,47.75,77,1,Директор,74951234567,info@аптекамосква.ru,Действующее,2026-04-19
78000120,ресторан Москва #1,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000121,ресторан Москва #2,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000122,ресторан Москва #3,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000123,ресторан Москва #4,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000124,ресторан Москва #5,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000125,ресторан Москва #6,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000126,ресторан Москва #7,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000127,ресторан Москва #8,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000128,ресторан Москва #9,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000129,ресторан Москва #10,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000130,ресторан Москва #11,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000131,ресторан Москва #12,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000132,ресторан Москва #13,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000133,ресторан Москва #14,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000134,ресторан Москва #15,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000135,ресторан Москва #16,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000136,ресторан Москва #17,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000137,ресторан Москва #18,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000138,ресторан Москва #19,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000139,ресторан Москва #20,56.0,77,1,Директор,74951234567,info@ресторанмосква.ru,Действующее,2026-04-19
78000140,супермаркет Москва #1,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000141,супермаркет Москва #2,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000142,супермаркет Москва #3,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000143,супермаркет Москва #4,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000144,супермаркет Москва #5,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000145,супермаркет Москва #6,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000146,супермаркет Москва #7,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000147,супермаркет Москва #8,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000148,супермаркет Москва #9,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000149,супермаркет Москва #10,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000150,супермаркет Москва #11,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000151,супермаркет Москва #12,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000152,супермаркет Москва #13,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000153,супермаркет Москва #14,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000154,супермаркет Москва #15,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000155,супермаркет Москва #16,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000156,супермаркет Москва #17,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000157,супермаркет Москва #18,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000158,супермаркет Москва #19,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
78000159,супермаркет Москва #20,47.0,77,1,Директор,74951234567,info@супермаркетмосква.ru,Действующее,2026-04-19
