inn,name,okved,region,moscow,fio,phones,emails,status,timestamp
77000057,парикмахерская Москва #18,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000058,парикмахерская Москва #19,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000059,парикмахерская Москва #20,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000060,салон красоты Москва #1,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000061,салон красоты Москва #2,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000062,салон красоты Москва #3,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000063,салон красоты Москва #4,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000064,салон красоты Москва #5,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000065,салон красоты Москва #6,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000066,салон красоты Москва #7,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000067,салон красоты Москва #8,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000068,салон красоты Москва #9,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000069,салон красоты Москва #10,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000070,салон красоты Москва #11,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000071,салон красоты Москва #12,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000072,салон красоты Москва #13,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000073,салон красоты Москва #14,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000074,салон красоты Москва #15,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000075,салон красоты Москва #16,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000076,салон красоты Москва #17,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000077,салон красоты Москва #18,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000078,салон красоты Москва #19,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000079,салон красоты Москва #20,96.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000080,фитнес Москва #1,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000081,фитнес Москва #2,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000082,фитнес Москва #3,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000083,фитнес Москва #4,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000084,фитнес Москва #5,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000085,фитнес Москва #6,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000086,фитнес Москва #7,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000087,фитнес Москва #8,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000088,фитнес Москва #9,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000089,фитнес Москва #10,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000090,фитнес Москва #11,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000091,фитнес Москва #12,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000092,фитнес Москва #13,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000093,фитнес Москва #14,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000094,фитнес Москва #15,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000095,фитнес Москва #16,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000096,фитнес Москва #17,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000097,фитнес Москва #18,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000098,фитнес Москва #19,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000099,фитнес Москва #20,93.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000100,аптека Москва #1,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000101,аптека Москва #2,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000102,аптека Москва #3,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000103,аптека Москва #4,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000104,аптека Москва #5,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000105,аптека Москва #6,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000106,аптека Москва #7,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000107,аптека Москва #8,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000108,аптека Москва #9,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000109,аптека Москва #10,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000110,аптека Москва #11,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000111,аптека Москва #12,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000112,аптека Москва #13,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000113,аптека Москва #14,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000114,аптека Москва #15,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000115,аптека Москва #16,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000116,аптека Москва #17,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000117,аптека Москва #18,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000118,аптека Москва #19,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000119,аптека Москва #20,47.75,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000120,ресторан Москва #1,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000121,ресторан Москва #2,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000122,ресторан Москва #3,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000123,ресторан Москва #4,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000124,ресторан Москва #5,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000125,ресторан Москва #6,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000126,ресторан Москва #7,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000127,ресторан Москва #8,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000128,ресторан Москва #9,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000129,ресторан Москва #10,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000130,ресторан Москва #11,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000131,ресторан Москва #12,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000132,ресторан Москва #13,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000133,ресторан Москва #14,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000134,ресторан Москва #15,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000135,ресторан Москва #16,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000136,ресторан Москва #17,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000137,ресторан Москва #18,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000138,ресторан Москва #19,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000139,ресторан Москва #20,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000140,супермаркет Москва #1,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000141,супермаркет Москва #2,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000142,супермаркет Москва #3,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000143,супермаркет Москва #4,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000144,супермаркет Москва #5,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000145,супермаркет Москва #6,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000146,супермаркет Москва #7,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000147,супермаркет Москва #8,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000148,супермаркет Москва #9,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000149,супермаркет Москва #10,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000150,супермаркет Москва #11,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000151,супермаркет Москва #12,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000152,супермаркет Москва #13,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000153,супермаркет Москва #14,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000154,супермаркет Москва #15,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000155,супермаркет Москва #16,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000156,супермаркет Москва #17,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000157,супермаркет Москва #18,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000158,супермаркет Москва #19,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
77000159,супермаркет Москва #20,47.0,77,1,Директор,74951234567,"['info@{query.lower().replace("" "", """")}.ru']",Действующее,2026-04-19
7712345678,Магазин Продукты Москва,['47'],77,1,Иванов И.И.,79161234567,['info@produkty.ru'],Действующее,2026-04-19
7728123456,Аптека Здоровье Москва,['47.75'],77,1,Петрова А.А.,74951234567,['apteka@zdor.ru'],Действующее,2026-04-19
7734567890,Кафе Вкусняшка Москва,['56'],77,1,Сидорова В.В.,74952345678,['cafe@vkus.ru'],Действующее,2026-04-19
7745678901,Салон Студия Москва,['96'],77,1,Козлова О.О.,79261234567,['salon@studia.ru'],Действующее,2026-04-19
7756789012,Фитнес FitLife Москва,['93'],77,1,Михайлов Д.Д.,74953456789,['fit@life.ru'],Действующее,2026-04-19
